sex,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,White,Divorced,High School,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,>50K
Male,White,Married-civ-spouse,1st-4th,*,Non-Government,Nontechnical,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Craft-repair,>50K
Male,White,Married-civ-spouse,10th,*,Non-Government,Technical,<=50K
Female,White,spouse not present,Masters,*,Non-Government,Technical,>50K
Male,White,Married-spouse-absent,High School,*,*,Nontechnical,<=50K
Male,White,spouse not present,Undergraduate,*,Non-Government,Machine-op-inspct,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Craft-repair,>50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Married-civ-spouse,High School,*,State-gov,Technical,<=50K
Female,White,Never-married,Higher education,North America,Local-gov,Other,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,spouse not present,Higher education,North America,State-gov,Other,<=50K
Female,White,Never-married,Higher education,*,State-gov,Other,<=50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Male,Asian-Pac-Islander,spouse not present,Higher education,*,Non-Government,Technical,<=50K
Male,White,Divorced,High School,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,12th,*,Non-Government,Technical,<=50K
Female,White,spouse not present,High School,*,Non-Government,Craft-repair,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Male,White,spouse not present,Primary School,*,*,Other,<=50K
Female,Black,Never-married,High School,*,Non-Government,Other,<=50K
Male,Asian-Pac-Islander,spouse not present,Higher education,*,Non-Government,Technical,<=50K
Female,White,Divorced,High School,North America,Local-gov,Other,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Widowed,Higher education,United-States,Non-Government,Nontechnical,<=50K
Male,White,spouse not present,Bachelors,*,Non-Government,Craft-repair,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Technical,<=50K
Female,White,Married-spouse-absent,Higher education,*,*,Other,<=50K
Male,White,Never-married,12th,North America,*,Other,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,White,spouse present,*,*,*,Other,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Non-Government,Other,<=50K
Female,Black,spouse not present,*,North America,Non-Government,Craft-repair,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Craft-repair,<=50K
Male,White,Married-spouse-absent,High School,*,Non-Government,Technical,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Divorced,High School,*,Non-Government,Other,<=50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Self-emp-not-inc,Technical,<=50K
Male,White,spouse not present,Some-college,*,Non-Government,Adm-clerical,<=50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Exec-managerial,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,High School,*,State-gov,Technical,<=50K
Female,White,spouse not present,Masters,*,Government,Technical,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Self-emp-not-inc,Nontechnical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Craft-repair,<=50K
Male,White,Married-civ-spouse,Masters,North America,Private,Technical,>50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,Married-civ-spouse,7th-8th,United-States,Government,Other,<=50K
Male,White,Never-married,High School,North America,*,Sales,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,Asian-Pac-Islander,spouse not present,Higher education,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,Europe,Non-Government,*,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Exec-managerial,>50K
Female,White,Never-married,Bachelors,*,Non-Government,Exec-managerial,<=50K
Female,White,Never-married,Assoc-voc,North America,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,High School,*,Private,Handlers-cleaners,>50K
Female,Asian-Pac-Islander,spouse not present,*,*,Non-Government,Technical,<=50K
Male,White,spouse present,HS-grad,*,*,Transport-moving,<=50K
Female,White,Separated,High School,*,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Female,White,spouse not present,Higher education,*,State-gov,Nontechnical,<=50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Other,<=50K
Female,White,Divorced,High School,North America,Local-gov,Other,<=50K
Male,White,spouse not present,Undergraduate,United-States,Federal-gov,Technical,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Craft-repair,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,White,spouse present,*,United-States,Government,Nontechnical,>50K
Female,White,Never-married,Some-college,*,Non-Government,Other,<=50K
Female,White,spouse not present,Assoc-acdm,United-States,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Non-Government,Other-service,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,<=50K
Male,White,Separated,High School,*,*,Other,<=50K
Male,White,Never-married,12th,North America,*,Other,<=50K
Male,White,spouse not present,Bachelors,*,Non-Government,Other,<=50K
Male,White,Divorced,High School,*,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Female,Black,spouse not present,*,*,Private,Tech-support,<=50K
Female,White,Separated,High School,*,Non-Government,Other,<=50K
Male,White,Never-married,HS-grad,*,*,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Sales,>50K
Male,White,Married-civ-spouse,Some-college,United-States,Government,Protective-serv,>50K
Female,Black,spouse not present,*,North America,Local-gov,Other,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Craft-repair,>50K
Male,White,Married-civ-spouse,Primary School,*,*,Technical,<=50K
Female,White,Divorced,High School,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,11th,*,*,Other,<=50K
Female,White,Never-married,Some-college,*,Non-Government,Other,<=50K
Male,White,Never-married,Some-college,*,Private,Sales,<=50K
Male,White,Never-married,Bachelors,*,Private,Sales,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,<=50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,Black,spouse not present,*,*,Non-Government,Other-service,<=50K
Female,White,Divorced,High School,*,Non-Government,Other,<=50K
Male,White,spouse present,HS-grad,*,Self-emp-not-inc,Technical,>50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Craft-repair,>50K
Female,White,Never-married,Some-college,*,Non-Government,Sales,<=50K
Female,White,spouse not present,Bachelors,North America,Non-Government,Prof-specialty,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,>50K
Female,White,Never-married,Bachelors,*,Non-Government,Exec-managerial,<=50K
Female,Black,Married-civ-spouse,*,North America,Non-Government,Other,<=50K
Female,White,Divorced,High School,*,Non-Government,Other,<=50K
Female,White,spouse not present,High School,*,Private,Handlers-cleaners,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Exec-managerial,<=50K
Female,Amer-Indian-Eskimo,Married-civ-spouse,*,*,*,*,<=50K
Female,White,Divorced,High School,*,Non-Government,Other,<=50K
Female,Asian-Pac-Islander,Married-civ-spouse,*,*,*,Other,<=50K
Female,White,spouse not present,Higher education,United-States,Local-gov,Nontechnical,>50K
Male,White,Married-civ-spouse,7th-8th,*,Non-Government,Other,<=50K
Female,White,spouse not present,High School,*,Non-Government,Machine-op-inspct,<=50K
Male,Other,spouse not present,*,*,*,*,<=50K
Male,White,spouse present,Bachelors,North America,Self-emp-not-inc,Technical,<=50K
Female,White,spouse not present,High School,*,Private,Handlers-cleaners,<=50K
Male,White,spouse present,HS-grad,*,*,Transport-moving,<=50K
Male,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,White,Never-married,HS-grad,*,Non-Government,Craft-repair,<=50K
Male,White,Married-civ-spouse,Graduate,North America,Self-emp-not-inc,Exec-managerial,>50K
Male,White,spouse not present,Bachelors,*,Non-Government,Prof-specialty,<=50K
Male,White,spouse not present,Some-college,*,Non-Government,Craft-repair,>50K
Male,White,Married-civ-spouse,Some-college,North America,Non-Government,Transport-moving,>50K
Male,Black,spouse not present,*,*,Non-Government,Other-service,<=50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,Black,spouse not present,*,North America,Non-Government,Craft-repair,<=50K
Female,Black,spouse not present,High School,North America,Private,Machine-op-inspct,<=50K
Male,White,Never-married,10th,*,*,Other,<=50K
Male,White,Married-civ-spouse,7th-8th,*,Non-Government,Technical,<=50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Other,<=50K
Female,White,Separated,Higher education,United-States,Non-Government,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,>50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Self-emp-not-inc,Sales,>50K
Male,White,Married-spouse-absent,High School,*,Non-Government,Technical,<=50K
Male,Asian-Pac-Islander,Married-civ-spouse,*,*,Non-Government,Technical,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,Bachelors,Europe,Non-Government,*,<=50K
Female,White,Widowed,High School,*,*,Other,<=50K
Female,White,spouse not present,Undergraduate,*,Non-Government,Machine-op-inspct,<=50K
Male,White,Married-civ-spouse,HS-grad,*,Self-emp-inc,Technical,>50K
Male,White,Married-civ-spouse,HS-grad,*,*,Other-service,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Self-emp-inc,Exec-managerial,>50K
Female,White,spouse not present,High School,*,Private,Exec-managerial,<=50K
Male,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,White,Married-civ-spouse,9th,*,Non-Government,Technical,<=50K
Male,White,Never-married,High School,*,*,Exec-managerial,<=50K
Female,White,spouse not present,Doctorate,*,Non-Government,Technical,<=50K
Male,White,Divorced,Undergraduate,United-States,Private,Handlers-cleaners,<=50K
Male,White,Married-civ-spouse,Masters,North America,Private,Technical,<=50K
Female,White,spouse not present,Masters,*,Government,Technical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Craft-repair,>50K
Male,White,Never-married,High School,*,*,Handlers-cleaners,<=50K
Male,White,Married-civ-spouse,12th,*,Non-Government,Technical,<=50K
Male,White,spouse not present,Professional Education,*,Non-Government,Other,<=50K
Female,Black,Married-civ-spouse,*,*,Government,*,<=50K
Male,White,Married-civ-spouse,Masters,North America,Private,Nontechnical,>50K
Female,White,Separated,Higher education,North America,Non-Government,Sales,<=50K
Male,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Female,White,Never-married,Some-college,*,Non-Government,Other,<=50K
Female,White,Divorced,Some-college,*,Non-Government,Nontechnical,<=50K
Female,White,Married-civ-spouse,*,*,*,Machine-op-inspct,<=50K
Female,Asian-Pac-Islander,Married-civ-spouse,*,*,*,Other,<=50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Sales,<=50K
Male,White,Never-married,Some-college,North America,Private,Exec-managerial,<=50K
Male,Black,Married-civ-spouse,High School,North America,Non-Government,Sales,<=50K
Female,Black,Divorced,*,*,Non-Government,Other,<=50K
Female,White,spouse not present,High School,*,Non-Government,Machine-op-inspct,<=50K
Male,White,spouse not present,Some-college,*,Non-Government,Craft-repair,<=50K
Male,White,Never-married,11th,North America,Non-Government,Technical,<=50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Male,White,spouse present,HS-grad,*,*,Transport-moving,<=50K
Male,Black,spouse not present,*,*,*,Craft-repair,<=50K
Male,White,Divorced,High School,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,9th,North America,*,Other,<=50K
Male,White,Married-civ-spouse,Bachelors,North America,Local-gov,Technical,<=50K
Male,White,spouse present,HS-grad,*,Private,Craft-repair,<=50K
Female,White,Divorced,Graduate,United-States,Non-Government,Nontechnical,>50K
Male,Black,spouse not present,High School,North America,Private,Adm-clerical,<=50K
Male,White,Married-civ-spouse,Professional Education,North America,Private,Craft-repair,>50K
Male,White,Married-civ-spouse,Bachelors,North America,Private,Prof-specialty,<=50K
Female,Black,Divorced,*,*,Non-Government,Other,<=50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Female,Black,spouse not present,*,North America,Local-gov,Other,<=50K
Male,White,Never-married,HS-grad,*,Non-Government,Machine-op-inspct,<=50K
Female,White,Married-civ-spouse,Graduate,*,Non-Government,Prof-specialty,>50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,High School,*,Federal-gov,Technical,<=50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,White,Married-civ-spouse,7th-8th,*,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,High School,North America,Local-gov,Technical,>50K
Male,White,Married-civ-spouse,Some-college,North America,Private,Exec-managerial,>50K
Female,White,Never-married,High School,*,Non-Government,Other,<=50K
Male,Black,Married-civ-spouse,*,*,Non-Government,Technical,<=50K
Male,White,spouse present,High School,*,Private,Sales,<=50K
Male,White,Divorced,High School,*,Non-Government,Other,<=50K
Female,White,spouse not present,Assoc-acdm,United-States,Non-Government,Technical,<=50K
Male,White,Married-civ-spouse,10th,*,Non-Government,Other,<=50K
Male,White,spouse not present,Some-college,*,Non-Government,Adm-clerical,<=50K
Female,White,Married-civ-spouse,*,*,*,Machine-op-inspct,<=50K
Female,White,spouse not present,High School,*,Private,Sales,<=50K
Male,White,Married-civ-spouse,Doctorate,North America,Private,Prof-specialty,>50K
Male,Asian-Pac-Islander,Married-civ-spouse,*,*,*,Nontechnical,>50K
Female,White,Divorced,Higher education,*,Non-Government,Other,<=50K
Male,Black,spouse not present,*,United-States,Private,Protective-serv,<=50K
